image,time_seconds,timecode,lat,lon,class,score,x1,y1,x2,y2
sec_0000003000.jpg,3.0,0:00:03,,,0,0.8307846784591675,325.45233154296875,259.2878723144531,727.2167358398438,443.9672546386719
sec_0000003000.jpg,3.0,0:00:03,,,0,0.682816207408905,193.65830993652344,111.21761322021484,766.0792236328125,444.96539306640625
sec_0000003000.jpg,3.0,0:00:03,,,0,0.6630021333694458,145.57347106933594,284.73565673828125,262.938720703125,448.0
sec_0000003000.jpg,3.0,0:00:03,,,0,0.64051753282547,463.6838073730469,100.36009979248047,759.0292358398438,346.0319519042969
sec_0000003000.jpg,3.0,0:00:03,,,0,0.6289229393005371,78.9906005859375,70.61669921875,250.7095184326172,225.15142822265625
sec_0000003000.jpg,3.0,0:00:03,,,0,0.6082687973976135,111.85053253173828,259.41473388671875,228.75672912597656,347.8174743652344
sec_0000003000.jpg,3.0,0:00:03,,,0,0.5557963252067566,84.14663696289062,180.37168884277344,228.3687744140625,214.82815551757812
sec_0000003000.jpg,3.0,0:00:03,,,0,0.5257886052131653,221.77621459960938,84.30209350585938,762.5946655273438,274.2494812011719
sec_0000003000.jpg,3.0,0:00:03,,,0,0.4374745190143585,503.9490966796875,132.5432891845703,755.0804443359375,273.5183410644531
sec_0000003000.jpg,3.0,0:00:03,,,0,0.40838825702667236,685.4932861328125,303.8319091796875,773.1766967773438,352.65850830078125
sec_0000003000.jpg,3.0,0:00:03,,,0,0.3924781382083893,114.18474578857422,183.16416931152344,258.84759521484375,224.8550262451172
sec_0000003000.jpg,3.0,0:00:03,,,0,0.3915710747241974,481.0671081542969,323.013427734375,741.1791381835938,439.79046630859375
sec_0000003000.jpg,3.0,0:00:03,,,0,0.35022658109664917,81.33831024169922,76.62187957763672,142.8296661376953,215.21267700195312
sec_0000003000.jpg,3.0,0:00:03,,,0,0.3395083546638489,413.2594299316406,209.53395080566406,591.6326904296875,247.3728485107422
sec_0000012000.jpg,12.0,0:00:12,,,0,0.8258553147315979,352.4158935546875,266.2694396972656,737.386962890625,446.2581787109375
sec_0000012000.jpg,12.0,0:00:12,,,0,0.8003308176994324,129.89378356933594,289.6444091796875,255.67715454101562,446.10528564453125
sec_0000012000.jpg,12.0,0:00:12,,,0,0.7072862982749939,351.0746765136719,186.95774841308594,751.1033935546875,257.4171142578125
sec_0000012000.jpg,12.0,0:00:12,,,0,0.6774914860725403,207.37142944335938,178.3022003173828,754.8375244140625,448.0
sec_0000012000.jpg,12.0,0:00:12,,,0,0.6521255373954773,84.18437957763672,133.87278747558594,192.14117431640625,186.9317169189453
sec_0000012000.jpg,12.0,0:00:12,,,0,0.5874554514884949,77.52976989746094,133.4656982421875,258.286376953125,238.97055053710938
sec_0000012000.jpg,12.0,0:00:12,,,0,0.5840508341789246,439.9835205078125,358.60272216796875,521.88916015625,416.0265197753906
sec_0000012000.jpg,12.0,0:00:12,,,0,0.5694157481193542,328.3057861328125,190.49624633789062,472.4184265136719,248.6761016845703
sec_0000012000.jpg,12.0,0:00:12,,,0,0.5138881206512451,107.45463562011719,136.02784729003906,208.57656860351562,210.3583526611328
sec_0000012000.jpg,12.0,0:00:12,,,0,0.47242096066474915,238.9466094970703,203.64756774902344,347.75994873046875,253.15330505371094
sec_0000012000.jpg,12.0,0:00:12,,,0,0.45316606760025024,199.16964721679688,76.5456771850586,764.768310546875,258.58087158203125
sec_0000012000.jpg,12.0,0:00:12,,,0,0.42716535925865173,268.0648193359375,186.85621643066406,542.8207397460938,258.13616943359375
sec_0000012000.jpg,12.0,0:00:12,,,0,0.42476317286491394,460.15740966796875,330.1850280761719,737.4761962890625,442.48052978515625
sec_0000012000.jpg,12.0,0:00:12,,,0,0.39698347449302673,75.48506164550781,104.39286041259766,219.9708251953125,212.77468872070312
sec_0000012000.jpg,12.0,0:00:12,,,0,0.3821425437927246,542.61328125,196.27862548828125,722.3629760742188,251.80104064941406
sec_0000012000.jpg,12.0,0:00:12,,,0,0.3618084788322449,574.234130859375,185.0648651123047,775.2694091796875,261.5166015625
sec_0000012000.jpg,12.0,0:00:12,,,0,0.36122679710388184,116.38381958007812,249.8007049560547,177.61903381347656,294.23260498046875
sec_0000012000.jpg,12.0,0:00:12,,,0,0.30262458324432373,314.9222412109375,140.01011657714844,766.826171875,281.22100830078125
sec_0000012000.jpg,12.0,0:00:12,,,0,0.30108943581581116,103.15538024902344,146.70291137695312,707.1781616210938,305.1750793457031
sec_0000013000.jpg,13.0,0:00:13,,,0,0.8280802965164185,354.4931945800781,272.40130615234375,734.664306640625,442.70849609375
sec_0000013000.jpg,13.0,0:00:13,,,0,0.7822690606117249,82.57925415039062,96.7139663696289,172.36904907226562,191.30245971679688
sec_0000013000.jpg,13.0,0:00:13,,,0,0.747739315032959,193.71034240722656,174.9296417236328,750.5481567382812,446.5787353515625
sec_0000013000.jpg,13.0,0:00:13,,,0,0.7170889377593994,132.93960571289062,284.32769775390625,256.166259765625,446.70550537109375
sec_0000013000.jpg,13.0,0:00:13,,,0,0.6854007244110107,83.21014404296875,89.48316955566406,248.95706176757812,243.32589721679688
sec_0000013000.jpg,13.0,0:00:13,,,0,0.6239348649978638,435.3340759277344,183.05929565429688,770.0169067382812,254.63731384277344
sec_0000013000.jpg,13.0,0:00:13,,,0,0.5301899313926697,192.03260803222656,156.33168029785156,772.2493286132812,276.0627136230469
sec_0000013000.jpg,13.0,0:00:13,,,0,0.42865994572639465,275.4397277832031,182.11485290527344,611.0581665039062,268.8224182128906
sec_0000013000.jpg,13.0,0:00:13,,,0,0.4146982431411743,126.50174713134766,78.47196197509766,752.2591552734375,255.76385498046875
sec_0000013000.jpg,13.0,0:00:13,,,0,0.37414252758026123,509.60467529296875,195.51080322265625,693.2606811523438,232.63401794433594
sec_0000013000.jpg,13.0,0:00:13,,,0,0.37068817019462585,660.1412353515625,194.95498657226562,766.7076416015625,251.11839294433594
sec_0000013000.jpg,13.0,0:00:13,,,0,0.35582008957862854,108.01016998291016,184.4230194091797,491.86669921875,448.0
sec_0000013000.jpg,13.0,0:00:13,,,0,0.3485412895679474,479.0144958496094,322.92333984375,741.7491455078125,439.4324951171875
sec_0000013000.jpg,13.0,0:00:13,,,0,0.34283336997032166,79.12545776367188,98.20580291748047,137.4145965576172,154.70989990234375
sec_0000013000.jpg,13.0,0:00:13,,,0,0.318752646446228,96.92166900634766,99.78524780273438,151.75340270996094,177.11668395996094
sec_0000015000.jpg,15.0,0:00:15,,,0,0.7742151021957397,136.66261291503906,326.0327453613281,226.89842224121094,448.0
sec_0000015000.jpg,15.0,0:00:15,,,0,0.7380629777908325,208.22113037109375,134.84841918945312,758.6341552734375,272.1915588378906
sec_0000015000.jpg,15.0,0:00:15,,,0,0.5963954329490662,92.86119079589844,125.98049926757812,392.4870910644531,254.359130859375
sec_0000015000.jpg,15.0,0:00:15,,,0,0.5883162021636963,175.3633575439453,113.86775970458984,770.5028076171875,444.45361328125
sec_0000015000.jpg,15.0,0:00:15,,,0,0.5799155235290527,612.3294067382812,365.8700256347656,716.1055297851562,445.1780700683594
sec_0000015000.jpg,15.0,0:00:15,,,0,0.5580664277076721,335.95635986328125,258.9229431152344,758.732177734375,448.0
sec_0000015000.jpg,15.0,0:00:15,,,0,0.5036213397979736,355.7285461425781,156.74691772460938,745.3231811523438,243.9930877685547
sec_0000015000.jpg,15.0,0:00:15,,,0,0.5015982389450073,583.5833129882812,357.3697509765625,776.13232421875,447.9608459472656
sec_0000015000.jpg,15.0,0:00:15,,,0,0.4314839839935303,377.91851806640625,280.28070068359375,621.9817504882812,434.747314453125
sec_0000015000.jpg,15.0,0:00:15,,,0,0.3897068202495575,547.76806640625,167.78814697265625,776.8519287109375,239.9317169189453
sec_0000015000.jpg,15.0,0:00:15,,,0,0.3853851854801178,278.8939208984375,143.89117431640625,590.7234497070312,247.27333068847656
sec_0000015000.jpg,15.0,0:00:15,,,0,0.3520929515361786,80.67131805419922,133.40733337402344,242.58786010742188,213.8348388671875
sec_0000015000.jpg,15.0,0:00:15,,,0,0.3098156154155731,77.53716278076172,116.86841583251953,610.5450439453125,317.4539794921875
sec_0000016000.jpg,16.0,0:00:16,,,0,0.8006746768951416,325.05731201171875,260.5264892578125,738.31298828125,446.94189453125
sec_0000016000.jpg,16.0,0:00:16,,,0,0.7830001711845398,126.01386260986328,284.0960998535156,254.15000915527344,447.4810791015625
sec_0000016000.jpg,16.0,0:00:16,,,0,0.7715514302253723,88.63417053222656,149.31446838378906,220.92861938476562,211.9849853515625
sec_0000016000.jpg,16.0,0:00:16,,,0,0.7677503824234009,348.84588623046875,71.68313598632812,764.6000366210938,301.1929016113281
sec_0000016000.jpg,16.0,0:00:16,,,0,0.6687704920768738,79.27381896972656,147.43243408203125,269.3182067871094,236.93911743164062
sec_0000016000.jpg,16.0,0:00:16,,,0,0.6127817034721375,77.43260955810547,148.04409790039062,168.05657958984375,203.71913146972656
sec_0000016000.jpg,16.0,0:00:16,,,0,0.5352129936218262,258.3370056152344,122.94511413574219,767.6432495117188,434.7996826171875
sec_0000016000.jpg,16.0,0:00:16,,,0,0.48516276478767395,149.34857177734375,170.25845336914062,262.5921936035156,236.1190185546875
sec_0000016000.jpg,16.0,0:00:16,,,0,0.48244988918304443,141.0928955078125,66.15721130371094,667.2680053710938,265.6243591308594
sec_0000016000.jpg,16.0,0:00:16,,,0,0.47321808338165283,501.19403076171875,142.56126403808594,770.0475463867188,233.06814575195312
sec_0000016000.jpg,16.0,0:00:16,,,0,0.4711373746395111,270.80419921875,214.51763916015625,399.5969543457031,275.9726867675781
sec_0000016000.jpg,16.0,0:00:16,,,0,0.4464600682258606,377.72491455078125,74.61711883544922,621.4285888671875,229.90818786621094
sec_0000016000.jpg,16.0,0:00:16,,,0,0.38997673988342285,446.17425537109375,314.4663391113281,729.2945556640625,436.50482177734375
sec_0000016000.jpg,16.0,0:00:16,,,0,0.38795217871665955,460.7427978515625,74.73130798339844,767.16845703125,222.8472442626953
sec_0000016000.jpg,16.0,0:00:16,,,0,0.33837392926216125,516.6822509765625,142.3319091796875,625.80517578125,211.26914978027344
sec_0000022000.jpg,22.0,0:00:22,,,0,0.8826292157173157,80.09017181396484,151.33175659179688,182.3189239501953,208.9443817138672
sec_0000022000.jpg,22.0,0:00:22,,,0,0.8068333864212036,72.77442932128906,144.3723907470703,229.2107696533203,220.91493225097656
sec_0000022000.jpg,22.0,0:00:22,,,0,0.7931547164916992,344.1239318847656,280.1399230957031,716.63232421875,443.33013916015625
sec_0000022000.jpg,22.0,0:00:22,,,0,0.6723767518997192,77.54039001464844,149.0620574951172,134.0155487060547,203.0560760498047
sec_0000022000.jpg,22.0,0:00:22,,,0,0.650144636631012,164.45669555664062,217.6981201171875,718.235595703125,440.9212951660156
sec_0000022000.jpg,22.0,0:00:22,,,0,0.6042655110359192,437.2562255859375,172.6521759033203,763.8681640625,243.0899200439453
sec_0000022000.jpg,22.0,0:00:22,,,0,0.5693204402923584,110.39682006835938,314.3751220703125,237.27394104003906,446.9383239746094
sec_0000022000.jpg,22.0,0:00:22,,,0,0.567852795124054,231.2440185546875,165.50088500976562,746.6845703125,314.513427734375
sec_0000022000.jpg,22.0,0:00:22,,,0,0.5263423323631287,310.7686462402344,175.69540405273438,612.0106201171875,298.5849609375
sec_0000022000.jpg,22.0,0:00:22,,,0,0.5105645656585693,654.3762817382812,177.38783264160156,770.0144653320312,231.57899475097656
sec_0000022000.jpg,22.0,0:00:22,,,0,0.4041009843349457,460.9224853515625,322.57659912109375,720.7888793945312,441.66064453125
sec_0000022000.jpg,22.0,0:00:22,,,0,0.4021170139312744,71.43892669677734,143.9661102294922,267.2879333496094,276.4631042480469
sec_0000022000.jpg,22.0,0:00:22,,,0,0.376355916261673,107.75534057617188,240.800048828125,327.5025329589844,444.76654052734375
sec_0000022000.jpg,22.0,0:00:22,,,0,0.3549734652042389,110.66664123535156,172.52310180664062,240.00144958496094,223.3248291015625
sec_0000022000.jpg,22.0,0:00:22,,,0,0.34219610691070557,546.7188110351562,180.1276092529297,737.95458984375,232.21310424804688
sec_0000022000.jpg,22.0,0:00:22,,,0,0.3154131770133972,344.5660095214844,369.81524658203125,406.37921142578125,446.75970458984375
sec_0000022000.jpg,22.0,0:00:22,,,0,0.30878251791000366,207.9930877685547,80.5047836303711,757.1773071289062,271.9463806152344
sec_0000023000.jpg,23.0,0:00:23,,,0,0.7697106003761292,234.0198974609375,224.06251525878906,723.5831909179688,437.91497802734375
sec_0000023000.jpg,23.0,0:00:23,,,0,0.7489389777183533,77.50641632080078,157.82156372070312,171.56053161621094,203.74037170410156
sec_0000023000.jpg,23.0,0:00:23,,,0,0.644955575466156,106.47539520263672,309.84454345703125,223.0733184814453,446.1824951171875
sec_0000023000.jpg,23.0,0:00:23,,,0,0.6220170855522156,414.3180847167969,300.9621887207031,714.62451171875,444.15313720703125
sec_0000023000.jpg,23.0,0:00:23,,,0,0.5545483231544495,273.1250915527344,152.87997436523438,742.0985717773438,308.1147766113281
sec_0000023000.jpg,23.0,0:00:23,,,0,0.5302456021308899,158.7342987060547,165.0077667236328,634.8174438476562,346.99957275390625
sec_0000023000.jpg,23.0,0:00:23,,,0,0.46599844098091125,207.75271606445312,238.67013549804688,321.5109558105469,328.5594787597656
sec_0000023000.jpg,23.0,0:00:23,,,0,0.38255468010902405,82.85270690917969,154.8987579345703,224.85781860351562,213.8460235595703
sec_0000023000.jpg,23.0,0:00:23,,,0,0.36773595213890076,623.3636474609375,191.24395751953125,768.3099365234375,233.81312561035156
sec_0000023000.jpg,23.0,0:00:23,,,0,0.34913235902786255,234.32814025878906,84.67253112792969,752.123046875,269.749267578125
sec_0000023000.jpg,23.0,0:00:23,,,0,0.3293682336807251,116.57893371582031,235.8278350830078,302.04840087890625,445.2464599609375
sec_0000023000.jpg,23.0,0:00:23,,,0,0.32821476459503174,370.552001953125,174.99539184570312,652.819091796875,303.285888671875
sec_0000023000.jpg,23.0,0:00:23,,,0,0.3020632863044739,373.4158935546875,168.77308654785156,760.9415893554688,236.99375915527344
